INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_114657,2006-06-24,0,21,23,4,1,4,2,3,5,1,0,1.0,72,62,34,1
CR_420,1991-04-21,0,15,14,3,5,6,4,0,5,1,174,1.0,103,80,34,1
CR_183537,2016-05-05,1,44,44,1,3,15,10,3,2,3,316,3.0,59,29,34,1
CR_50566,1998-05-15,3,4,4,6,5,9,8,0,5,1,174,0.0,112,29,48,1
CR_16858,1993-05-29,0,39,39,6,5,6,4,1,6,1,174,1.0,103,62,34,1
CR_62421,1999-12-20,0,36,34,2,1,1,0,0,5,2,174,1.0,103,93,36,0
CR_103257,2004-05-22,0,40,40,2,1,5,6,1,2,1,303,1.0,72,62,34,1
CR_91686,2003-07-21,3,7,8,7,3,9,8,1,2,1,316,0.0,2,142,34,1
CR_190237,2017-02-27,0,39,39,6,5,4,2,0,5,1,174,0.0,111,62,0,1
CR_173190,2015-02-07,1,4,4,6,5,15,10,1,6,1,0,1.0,87,53,34,1
CR_111809,2005-11-29,0,49,49,6,5,8,3,1,6,1,249,1.0,112,80,34,1
CR_17339,1993-07-16,0,40,40,2,1,3,5,1,2,2,263,1.0,72,142,34,0
CR_29542,1995-03-21,0,33,32,2,1,7,1,0,5,1,174,0.0,112,29,43,1
CR_126738,2007-03-14,0,47,48,7,3,3,5,4,2,1,316,1.0,112,80,34,1
CR_28660,1995-09-13,0,26,27,9,0,9,8,0,5,1,249,1.0,92,29,34,1
CR_41814,1997-06-27,0,4,4,6,5,1,0,0,5,1,174,1.0,98,62,34,1
CR_44998,1997-12-29,0,24,24,0,0,7,1,0,5,1,174,1.0,103,133,34,1
CR_37530,1996-01-20,0,33,32,2,1,7,1,1,6,1,249,1.0,103,80,34,1
CR_178515,2016-03-13,0,4,4,6,5,4,2,0,5,1,174,0.0,111,29,23,1
CR_105857,2005-05-15,0,4,4,6,5,4,2,3,6,1,0,1.0,72,142,34,1
CR_77351,2001-03-26,0,24,24,0,0,4,2,1,6,1,249,0.0,24,29,34,1
CR_55168,1998-03-18,0,37,37,0,0,3,5,1,6,1,249,1.0,103,29,34,1
CR_104954,2005-01-17,0,4,4,6,5,7,1,1,6,4,316,4.0,103,29,34,1
CR_182838,2016-07-19,0,37,37,0,0,3,5,1,2,1,249,1.0,72,62,34,1
CR_150817,2011-08-31,0,21,23,4,1,8,3,0,5,1,174,0.0,54,93,23,1
CR_15100,1993-09-23,0,33,32,2,1,6,4,1,6,1,0,1.0,72,29,34,1
CR_81465,2001-09-17,1,47,48,7,3,15,10,0,5,2,174,0.0,24,87,9,0
CR_170531,2014-06-20,0,36,34,2,1,1,0,1,2,1,316,1.0,92,62,34,1
CR_125939,2007-06-15,0,44,44,1,3,6,4,0,5,1,174,0.0,24,130,0,1
CR_132614,2008-11-10,0,36,34,2,1,1,0,0,5,2,174,0.0,92,29,43,1
CR_112717,2006-04-22,0,4,4,6,5,4,2,0,5,1,174,1.0,48,93,34,1
CR_117668,2006-12-21,0,37,37,0,0,6,4,0,5,1,249,1.0,103,14,34,1
CR_148147,2011-11-30,1,1,0,1,3,16,12,0,5,1,290,1.0,103,142,34,1
CR_17782,1993-09-20,0,45,45,10,3,2,7,3,6,2,316,2.0,12,62,34,1
CR_156594,2012-12-06,0,21,23,4,1,4,2,0,5,1,316,1.0,103,62,34,1
CR_21112,1994-11-12,0,33,32,2,1,8,3,0,5,1,174,0.0,112,29,43,1
CR_147272,2010-07-25,0,44,44,1,3,6,4,1,6,1,249,1.0,103,29,34,1
CR_25112,1995-02-15,0,4,4,6,5,1,0,1,6,1,0,1.0,89,29,34,1
CR_192500,2018-05-01,0,4,4,6,5,4,2,1,6,2,249,2.0,111,119,34,1
CR_192943,2018-06-09,1,4,4,6,5,16,12,2,6,2,6,1.0,17,29,34,0
CR_64719,2000-05-06,0,4,4,6,5,5,6,1,2,1,0,1.0,42,142,34,1
CR_190326,2017-10-07,5,40,40,2,1,16,12,1,6,1,174,99.0,112,93,43,1
CR_31301,1995-05-13,0,42,42,7,3,7,1,1,2,1,0,1.0,103,142,34,1
CR_50507,1998-09-17,0,4,4,6,5,2,7,2,2,2,249,2.0,67,142,34,1
CR_171359,2014-11-27,0,40,40,2,1,7,1,2,6,1,249,1.0,98,87,34,1
CR_71599,2000-07-02,0,45,45,10,3,2,7,1,6,4,0,4.0,72,29,34,1
CR_47132,1997-01-30,1,36,34,2,1,15,10,1,5,1,249,1.0,92,29,34,1
CR_184205,2016-10-09,0,49,49,6,5,6,4,1,6,1,249,1.0,92,130,34,1
CR_88943,2002-07-02,0,46,46,3,5,4,2,0,5,1,174,0.0,109,130,0,1
CR_73106,2001-03-20,1,4,4,6,5,15,10,0,5,1,174,1.0,103,14,34,1
CR_94542,2003-03-19,0,33,32,2,1,8,3,1,6,1,0,1.0,92,29,34,1
CR_151359,2011-03-14,0,25,25,9,0,3,5,1,2,1,249,1.0,98,62,34,1
CR_195925,2018-11-28,0,33,32,2,1,7,1,0,5,1,249,1.0,116,29,34,1
CR_57077,1999-02-08,0,4,4,6,5,4,2,1,6,1,249,1.0,72,93,34,1
CR_59752,1999-09-23,7,17,16,0,0,9,8,0,5,1,174,0.0,112,93,48,1
CR_55777,1998-06-12,1,45,45,10,3,12,16,0,6,1,174,0.0,18,29,46,1
CR_47038,1997-09-20,0,36,34,2,1,1,0,4,6,1,316,1.0,92,29,34,1
CR_183938,2016-10-15,0,47,48,7,3,7,1,0,5,3,316,3.0,34,29,34,1
CR_77301,2001-10-26,0,23,21,4,1,8,3,1,6,2,249,2.0,112,29,34,1
CR_44617,1997-02-06,1,22,22,7,3,15,10,1,6,2,249,2.0,103,119,34,1
CR_163867,2013-04-15,0,26,27,9,0,4,2,0,5,1,174,0.0,18,133,46,1
CR_16718,1993-12-06,0,37,37,0,0,2,7,0,5,1,127,0.0,103,29,43,1
CR_87073,2002-03-04,5,33,32,2,1,16,12,1,2,2,0,2.0,87,142,34,1
CR_148728,2011-05-18,0,4,4,6,5,1,0,0,5,1,174,1.0,72,80,34,1
CR_41341,1997-02-04,7,4,4,6,5,9,8,0,5,1,249,1.0,112,29,34,1
CR_186130,2017-10-09,0,7,8,7,3,2,7,1,2,1,174,1.0,103,93,34,1
CR_53211,1998-03-03,7,26,27,9,0,9,8,1,6,1,249,1.0,112,107,34,1
CR_44578,1997-02-06,1,22,22,7,3,15,10,1,6,1,249,1.0,24,29,34,1
CR_5679,1992-04-26,0,16,15,0,0,7,1,0,5,1,174,1.0,103,29,34,1
CR_174681,2015-09-23,0,21,23,4,1,2,7,1,6,1,0,1.0,92,29,34,1
CR_183667,2016-11-03,0,45,45,10,3,6,4,2,6,2,274,2.0,103,140,34,0
CR_195535,2018-09-28,0,33,32,2,1,7,1,0,5,1,174,99.0,18,93,23,1
CR_150458,2011-05-06,5,19,19,1,3,14,14,0,5,1,249,1.0,103,29,34,1
CR_93951,2003-06-15,1,31,36,9,0,17,11,1,5,1,0,0.0,54,0,34,1
CR_13038,1993-02-11,0,16,15,0,0,1,0,1,2,1,316,1.0,59,142,34,1
CR_138178,2009-10-27,0,24,24,0,0,7,1,1,6,1,316,1.0,72,29,34,1
CR_41338,1997-09-20,0,4,4,6,5,3,5,2,6,2,0,2.0,72,29,34,1
CR_22531,1994-12-14,7,36,34,2,1,9,8,1,6,3,249,3.0,92,93,34,1
CR_133677,2008-01-07,1,42,42,7,3,12,16,1,5,1,174,1.0,34,142,34,1
CR_143887,2010-03-04,1,19,19,1,3,11,17,0,5,1,174,1.0,103,29,34,1
CR_187879,2017-04-21,0,24,24,0,0,8,3,1,6,2,21,1.0,113,29,34,0
CR_39143,1996-07-28,1,36,34,2,1,15,10,1,6,1,174,0.0,92,29,48,1
CR_8556,1992-04-13,0,36,34,2,1,1,0,0,2,1,316,1.0,92,130,34,1
CR_158927,2012-07-30,0,36,34,2,1,1,0,0,5,1,249,1.0,103,93,34,1
CR_116028,2006-09-30,0,28,28,3,5,7,1,1,6,1,0,1.0,72,87,34,1
CR_18722,1994-03-17,0,3,2,3,5,6,4,1,6,1,316,1.0,88,29,34,1
CR_38880,1996-02-11,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,0,1
CR_114627,2006-06-30,0,21,23,4,1,6,4,0,5,1,174,0.0,92,93,0,1
CR_103966,2004-12-03,0,46,46,3,5,4,2,0,5,1,74,0.0,103,93,34,1
CR_165350,2013-05-05,0,37,37,0,0,7,1,0,5,1,174,0.0,109,29,0,1
CR_24018,1994-08-27,0,47,48,7,3,4,2,2,6,1,0,1.0,72,29,34,1
CR_117321,2006-01-07,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,43,1
CR_45564,1997-09-17,1,26,27,9,0,15,10,15,6,1,249,1.0,72,29,34,1
CR_69948,2000-02-16,1,36,34,2,1,15,10,1,6,1,249,1.0,92,29,34,1
CR_151430,2011-06-16,0,25,25,9,0,4,2,1,5,2,249,2.0,103,29,34,1
CR_161743,2013-09-11,0,4,4,6,5,1,0,2,6,1,316,1.0,97,142,34,1
CR_150100,2011-05-30,0,16,15,0,0,7,1,1,6,1,316,1.0,103,29,34,1
CR_182568,2016-12-02,3,36,34,2,1,9,8,1,5,1,174,0.0,92,29,43,1
CR_160311,2012-10-06,3,46,46,3,5,9,8,0,5,1,0,1.0,2,29,34,1
CR_68020,2000-10-15,0,21,23,4,1,2,7,1,2,1,249,1.0,72,142,34,1
CR_143448,2010-07-12,0,9,10,7,3,4,2,1,6,1,0,1.0,88,29,34,1
CR_184448,2016-06-16,0,52,52,3,5,6,4,1,6,1,0,1.0,111,80,34,1
CR_21754,1994-06-10,0,36,34,2,1,4,2,1,6,1,249,1.0,92,142,34,1
CR_159729,2012-06-23,1,43,43,9,0,16,12,0,5,1,174,0.0,18,133,46,1
CR_77867,2001-01-01,0,25,25,9,0,3,5,1,5,1,249,1.0,72,29,34,1
CR_196069,2018-01-15,0,34,33,3,5,2,7,0,5,1,174,1.0,103,87,34,1
CR_153214,2011-03-23,0,39,39,6,5,5,6,0,5,1,174,1.0,98,14,34,1
CR_16062,1993-08-29,0,36,34,2,1,1,0,0,5,1,174,0.0,103,29,43,1
CR_165388,2013-02-13,0,37,37,0,0,8,3,1,2,1,316,1.0,111,136,34,1
CR_97495,2004-11-15,0,4,4,6,5,4,2,0,5,1,174,0.0,48,119,0,1
CR_197313,2018-12-15,0,44,44,1,3,6,4,0,5,1,174,1.0,103,29,34,1
CR_110075,2005-07-18,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,43,1
CR_60219,1999-09-18,0,21,23,4,1,2,7,1,6,1,316,1.0,92,62,34,1
CR_169038,2014-12-29,0,21,23,4,1,2,7,1,2,1,249,1.0,103,62,34,1
CR_160804,2012-07-21,0,50,51,0,0,5,6,2,6,1,316,1.0,72,29,34,1
CR_166999,2014-06-10,0,3,2,3,5,1,0,1,6,1,0,1.0,98,80,34,1
CR_85332,2002-03-12,0,21,23,4,1,2,7,2,6,2,249,2.0,72,29,34,1
CR_65811,2000-09-06,1,4,4,6,5,15,10,2,6,1,249,1.0,84,29,34,1
CR_128387,2008-09-13,0,4,4,6,5,1,0,1,6,1,316,1.0,98,29,34,1
CR_116024,2006-07-17,1,28,28,3,5,12,16,1,0,1,313,0.0,42,0,0,1
CR_184257,2016-03-21,0,49,49,6,5,2,7,1,6,1,174,1.0,34,139,34,1
CR_132433,2008-11-18,1,36,34,2,1,15,10,0,5,2,174,0.0,92,29,43,1
CR_30183,1995-09-17,0,36,34,2,1,1,0,0,5,1,174,0.0,103,130,43,1
CR_189815,2017-05-12,0,37,37,0,0,6,4,0,5,2,174,0.0,111,29,23,1
CR_17985,1993-08-02,1,47,48,7,3,15,10,0,5,1,174,0.0,31,29,48,1
CR_103919,2004-01-08,1,46,46,3,5,17,11,1,6,1,0,0.0,87,80,34,1
CR_15878,1993-07-12,0,36,34,2,1,1,0,0,3,1,249,1.0,92,93,34,1
CR_177687,2015-06-22,0,46,46,3,5,4,2,1,2,1,0,1.0,72,62,34,1
CR_34723,1996-10-16,1,8,7,7,3,15,10,0,5,1,174,1.0,103,62,34,1
CR_62067,1999-11-05,0,35,30,3,5,2,7,1,2,1,316,1.0,72,62,34,1
CR_84441,2002-01-29,0,9,10,7,3,6,4,1,6,2,249,2.0,34,119,34,1
CR_186950,2017-11-13,1,19,19,1,3,11,17,2,3,1,127,1.0,103,0,34,1
CR_127574,2008-08-30,0,4,4,6,5,4,2,1,6,1,316,1.0,109,29,34,1
CR_93517,2003-04-17,0,24,24,0,0,7,1,1,5,1,303,0.0,113,138,34,1
CR_109286,2005-10-07,0,33,32,2,1,6,4,0,5,1,174,0.0,72,93,43,1
CR_48793,1998-05-19,0,3,2,3,5,9,8,1,6,1,249,1.0,59,29,34,1
CR_80906,2001-01-10,0,45,45,10,3,4,2,0,5,1,174,1.0,48,29,34,1
CR_47860,1997-06-14,0,41,41,4,1,5,6,1,6,1,174,0.0,103,29,43,1
CR_45532,1997-04-22,0,26,27,9,0,4,2,1,6,1,316,1.0,87,29,34,1
CR_149314,2011-04-05,0,4,4,6,5,5,6,1,6,1,249,1.0,42,107,34,1
CR_136877,2009-08-07,0,9,10,7,3,6,4,1,5,1,174,0.0,116,93,0,1
CR_171690,2014-09-30,0,45,45,10,3,4,2,0,5,1,174,1.0,98,142,34,1
CR_132979,2008-10-23,7,37,37,0,0,9,8,0,5,1,174,0.0,112,119,0,1
CR_164336,2013-07-25,0,33,32,2,1,8,3,1,6,1,249,1.0,48,29,34,1
CR_79669,2001-10-29,1,36,34,2,1,15,10,0,5,1,249,1.0,92,93,34,1
CR_121825,2007-08-09,0,16,15,0,0,4,2,1,6,1,316,1.0,103,29,34,1
CR_85796,2002-10-14,0,24,24,0,0,8,3,0,5,1,174,0.0,98,87,34,1
CR_47940,1997-10-18,0,42,42,7,3,7,1,3,2,1,249,1.0,109,142,34,1
CR_90185,2003-01-12,0,4,4,6,5,6,4,1,6,1,316,1.0,103,130,34,1
CR_54599,1998-10-15,0,36,34,2,1,1,0,0,5,1,316,1.0,92,93,34,1
CR_185487,2017-06-10,1,4,4,6,5,15,10,1,6,1,316,1.0,48,29,34,1
CR_38256,1996-06-27,0,33,32,2,1,4,2,0,5,1,174,0.0,103,93,43,1
CR_75848,2001-05-17,0,15,14,3,5,9,8,3,6,1,74,0.0,92,142,34,1
CR_169580,2014-04-26,0,25,25,9,0,5,6,1,2,1,316,1.0,12,142,34,1
CR_42627,1997-08-02,0,4,4,6,5,2,7,1,6,2,179,2.0,103,29,34,0
CR_163975,2013-01-13,0,28,28,3,5,9,8,1,6,1,174,0.0,72,111,0,1
CR_169304,2014-06-20,0,24,24,0,0,4,2,2,6,2,249,2.0,72,29,34,1
CR_133715,2008-01-08,1,42,42,7,3,15,10,0,5,1,329,1.0,98,142,34,1
CR_130306,2008-09-08,0,23,21,4,1,7,1,1,6,1,316,1.0,103,62,34,1
CR_23238,1994-06-20,0,40,40,2,1,1,0,1,5,1,174,1.0,72,93,34,1
CR_168669,2014-02-28,0,19,19,1,3,2,7,2,2,1,316,1.0,72,142,34,1
CR_77135,2001-04-08,1,22,22,7,3,15,10,0,5,1,174,0.0,103,29,48,1
CR_125613,2007-07-01,0,39,39,6,5,5,6,1,6,1,0,1.0,67,80,34,1
CR_197301,2018-12-29,0,43,43,9,0,4,2,1,6,1,316,1.0,114,29,34,1
CR_160288,2012-12-17,0,46,46,3,5,4,2,0,5,1,127,1.0,98,93,34,1
CR_160743,2012-08-24,0,49,49,6,5,2,7,2,3,1,0,1.0,72,107,34,1
CR_99453,2004-03-10,0,16,15,0,0,1,0,1,2,1,0,1.0,112,142,34,1
CR_97414,2004-03-25,1,4,4,6,5,15,10,0,5,1,249,1.0,103,62,34,1
CR_123771,2007-09-28,1,30,35,7,3,16,12,1,2,1,316,1.0,112,142,34,1
CR_108522,2005-02-17,0,25,25,9,0,6,4,1,5,4,174,0.0,103,142,43,1
CR_170358,2014-09-09,1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,0,1
CR_81147,2001-09-20,0,45,45,10,3,2,7,1,6,2,0,2.0,92,130,34,1
CR_1089,1991-09-06,1,22,22,7,3,15,10,16,2,1,0,1.0,98,14,34,1
CR_15589,1993-12-01,1,36,34,2,1,15,10,0,5,1,174,0.0,103,29,43,1
CR_61008,1999-05-25,0,25,25,9,0,5,6,1,6,1,316,1.0,84,29,34,1
CR_26385,1995-06-01,0,5,5,3,5,5,6,1,6,1,249,1.0,112,62,34,1
CR_51602,1998-09-17,0,16,15,0,0,1,0,1,6,1,316,1.0,72,29,34,1
CR_49933,1998-08-04,0,4,4,6,5,6,4,0,5,2,111,0.0,112,119,48,0
CR_144441,2010-01-24,1,24,24,0,0,11,17,1,5,1,174,0.0,112,29,43,1
CR_97748,2004-01-22,0,4,4,6,5,1,0,1,5,1,249,1.0,103,130,34,1
CR_45441,1997-09-17,0,25,25,9,0,3,5,0,6,1,174,0.0,103,93,43,1
CR_36935,1996-02-10,0,24,24,0,0,8,3,1,5,2,174,1.0,112,29,36,0
CR_121803,2007-12-08,7,16,15,0,0,9,8,0,5,1,174,0.0,112,29,43,1
CR_29632,1995-07-06,0,35,30,3,5,2,7,0,5,2,128,2.0,98,29,34,0
CR_175167,2015-10-13,7,24,24,0,0,9,8,0,5,1,74,0.0,110,107,43,1
CR_54512,1998-06-11,0,36,34,2,1,1,0,0,5,1,249,1.0,92,62,34,1
CR_191169,2017-01-07,0,49,49,6,5,4,2,1,1,1,249,1.0,72,29,34,1
CR_114851,2006-10-28,0,21,23,4,1,2,7,0,5,1,174,0.0,18,93,43,1
CR_88920,2002-01-23,0,45,45,10,3,1,0,1,6,1,0,1.0,72,29,34,1
CR_67589,2000-04-24,0,18,18,9,0,3,5,2,3,1,316,1.0,103,62,34,1
CR_52756,1998-06-17,0,24,24,0,0,5,6,1,6,3,158,2.0,103,29,34,0
CR_122724,2007-08-26,0,23,21,4,1,8,3,1,6,1,249,1.0,92,29,34,1
CR_131748,2008-10-07,0,33,32,2,1,5,6,1,6,1,249,1.0,112,29,34,1
CR_165342,2013-05-12,1,37,37,0,0,16,12,2,6,1,0,1.0,92,142,34,1
CR_82536,2002-11-09,1,4,4,6,5,15,10,1,1,1,316,1.0,72,29,34,1
CR_116745,2006-03-16,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,1
CR_150589,2011-03-24,0,21,23,4,1,5,6,1,6,2,316,2.0,103,29,34,1
CR_64309,1999-12-24,0,49,49,6,5,2,7,1,6,1,249,1.0,42,29,34,1
CR_184021,2016-07-08,1,49,49,6,5,15,10,2,5,3,249,3.0,72,29,34,1
CR_143764,2010-12-03,0,18,18,9,0,3,5,0,5,3,128,3.0,103,29,34,0
CR_140201,2009-02-27,1,37,37,0,0,11,17,0,5,1,74,1.0,103,115,34,1
CR_132856,2008-11-09,0,36,34,2,1,5,6,0,5,1,174,0.0,92,93,43,1
CR_104712,2005-03-07,0,3,2,3,5,6,4,1,6,1,316,1.0,48,29,34,1
CR_66277,2000-10-12,0,4,4,6,5,2,7,0,5,1,174,0.0,59,93,23,1
CR_168307,2014-07-29,0,11,11,7,3,3,5,15,2,1,303,0.0,72,62,43,1
CR_178210,2015-02-01,1,51,50,7,3,17,11,1,5,1,0,1.0,103,136,34,1
CR_155329,2012-12-18,0,4,4,6,5,2,7,1,6,1,249,1.0,86,29,34,1
CR_106702,2005-03-15,0,9,10,7,3,8,3,3,2,2,303,2.0,72,130,34,1
CR_65388,2000-11-30,0,4,4,6,5,1,0,0,5,1,174,0.0,112,138,46,1
CR_185613,2017-12-17,0,4,4,6,5,2,7,1,5,1,316,1.0,92,62,34,1
CR_86870,2002-12-02,0,33,32,2,1,6,4,0,5,1,174,0.0,103,93,43,1
CR_99536,2004-01-21,0,17,16,0,0,5,6,1,6,1,316,1.0,103,62,34,1
CR_58384,1999-11-13,0,4,4,6,5,2,7,3,2,1,303,1.0,2,14,34,1
CR_157503,2012-03-04,0,24,24,0,0,5,6,2,6,2,127,2.0,103,29,34,1
CR_182832,2016-05-09,0,37,37,0,0,5,6,0,5,1,249,1.0,103,29,34,1
CR_129597,2008-09-09,0,17,16,0,0,6,4,1,6,1,316,1.0,112,29,34,1
CR_177447,2015-10-26,0,44,44,1,3,8,3,0,5,1,174,1.0,103,142,34,1
CR_108387,2005-06-13,0,24,24,0,0,2,7,1,6,1,174,1.0,103,29,34,1
CR_194728,2018-04-02,7,24,24,0,0,9,8,1,6,1,249,1.0,110,107,34,1
CR_121589,2007-05-26,1,9,10,7,3,15,10,1,6,1,0,1.0,42,29,34,1
CR_52011,1998-09-19,0,21,23,4,1,7,1,0,5,1,174,0.0,59,93,48,1
CR_137033,2009-11-14,7,16,15,0,0,9,8,0,5,1,174,0.0,112,29,23,1
CR_106800,2005-05-13,0,9,10,7,3,8,3,1,5,1,174,1.0,92,142,34,1
CR_122351,2007-08-05,0,21,23,4,1,2,7,0,5,1,316,1.0,72,62,34,1
CR_81203,2001-02-27,0,45,45,10,3,1,0,1,2,1,316,1.0,112,62,34,1
CR_100063,2004-10-14,0,21,23,4,1,7,1,0,5,1,174,0.0,103,29,34,1
CR_145619,2010-11-08,0,33,32,2,1,7,1,0,5,1,174,0.0,92,29,50,1
CR_129319,2008-09-14,1,9,10,7,3,15,10,1,6,2,316,2.0,103,119,34,1
CR_162163,2013-11-24,0,6,6,4,1,4,2,1,6,1,332,0.0,8,62,23,1
CR_115941,2006-07-16,0,26,27,9,0,5,6,0,5,1,174,1.0,103,103,34,1
CR_47096,1997-12-04,0,36,34,2,1,1,0,0,5,1,174,0.0,92,107,48,1
CR_67666,2000-08-30,0,19,19,1,3,6,4,0,5,1,102,0.0,92,29,0,1
CR_100111,2004-12-04,1,22,22,7,3,15,10,0,5,1,316,1.0,72,130,34,1
CR_88069,2002-11-06,0,37,37,0,0,3,5,1,6,1,249,1.0,92,29,34,1
CR_38421,1996-04-25,0,36,34,2,1,4,2,0,5,1,174,0.0,92,93,0,1
CR_19755,1994-07-24,1,15,14,3,5,13,18,0,5,1,174,1.0,103,142,34,1
CR_141040,2009-11-08,0,45,45,10,3,1,0,4,6,1,316,1.0,12,130,34,1
CR_85347,2002-06-21,0,21,23,4,1,2,7,3,2,2,0,2.0,72,130,34,1
CR_14622,1993-11-18,0,33,32,2,1,8,3,0,5,1,174,0.0,31,93,43,1
CR_162315,2013-06-08,0,9,10,7,3,5,6,0,5,1,316,1.0,103,130,34,1
CR_111789,2005-06-12,0,49,49,6,5,4,2,2,6,2,263,2.0,2,29,34,0
CR_74300,2001-05-24,0,4,4,6,5,3,5,0,5,1,174,0.0,112,29,23,1
CR_1478,1991-03-01,0,26,27,9,0,4,2,2,6,1,0,1.0,72,29,34,1
CR_68345,2000-09-22,7,22,22,7,3,9,8,5,6,1,174,0.0,112,62,23,1
CR_82650,2002-07-28,0,4,4,6,5,5,6,1,6,1,0,1.0,98,29,34,1
CR_23515,1994-08-03,0,45,45,10,3,4,2,1,6,2,179,1.0,103,93,36,0
CR_107056,2005-04-18,0,16,15,0,0,1,0,0,5,1,174,0.0,18,93,46,1
CR_1425,1991-05-19,0,25,25,9,0,5,6,0,5,1,174,1.0,72,29,34,1
CR_30173,1995-09-02,0,36,34,2,1,1,0,0,5,1,174,0.0,103,29,43,1
CR_20878,1994-02-08,0,33,32,2,1,7,1,1,6,1,316,1.0,72,29,34,1
CR_73513,2001-08-30,0,4,4,6,5,1,0,1,2,1,249,1.0,89,14,34,1
CR_51089,1998-08-07,0,9,10,7,3,4,2,1,5,1,249,1.0,103,93,34,1
CR_30461,1995-10-19,7,36,34,2,1,9,8,1,6,1,249,1.0,92,130,34,1
CR_112775,2006-07-26,1,4,4,6,5,12,16,2,6,2,316,2.0,103,29,34,1
CR_94171,2003-02-22,0,33,32,2,1,6,4,0,5,1,174,0.0,109,142,0,1
CR_103244,2004-09-03,0,39,39,6,5,6,4,2,6,1,174,0.0,103,107,34,1
CR_73240,2001-02-10,0,4,4,6,5,4,2,0,5,1,174,1.0,103,80,34,1
CR_36628,1996-09-27,1,24,24,0,0,15,10,1,6,1,174,0.0,24,29,0,1
CR_74344,2001-05-14,0,4,4,6,5,6,4,1,6,1,174,1.0,103,14,34,1
CR_192793,2018-07-11,1,4,4,6,5,16,12,0,5,1,174,99.0,59,29,23,1
CR_192955,2018-03-08,2,4,4,6,5,9,8,1,3,1,285,1.0,31,133,34,1
CR_65808,2000-08-10,1,4,4,6,5,15,10,0,5,1,249,1.0,48,130,34,1
CR_10492,1992-06-28,0,45,45,10,3,1,0,1,6,1,316,1.0,12,29,34,1
CR_8233,1992-02-24,5,33,32,2,1,18,13,0,5,1,249,1.0,34,25,34,1
CR_34797,1996-09-30,1,9,10,7,3,11,17,2,6,1,316,1.0,12,107,34,1
CR_62351,1999-08-04,0,36,34,2,1,1,0,1,6,1,316,1.0,92,130,34,1
CR_156520,2012-04-20,5,19,19,1,3,14,14,4,6,1,174,0.0,111,29,43,1
CR_70033,2000-03-13,0,36,34,2,1,1,0,0,5,2,174,1.0,103,93,36,0
CR_173808,2015-01-24,0,8,7,7,3,5,6,1,6,1,249,1.0,116,29,34,1
CR_72045,2000-08-18,0,47,48,7,3,4,2,1,6,1,174,1.0,72,29,34,1
CR_185856,2017-09-21,0,5,5,3,5,4,2,0,5,1,174,0.0,111,29,0,1
CR_9846,1992-03-14,0,39,39,6,5,3,5,1,6,1,249,1.0,103,29,34,1
CR_133938,2008-02-29,7,44,44,1,3,9,8,1,5,1,174,0.0,112,29,23,1
CR_67326,2000-09-19,0,16,15,0,0,7,1,1,5,1,249,1.0,72,107,34,1
CR_140913,2009-06-06,0,45,45,10,3,5,6,1,6,1,316,1.0,92,130,34,1
CR_61929,1999-06-29,0,33,32,2,1,7,1,0,5,1,174,0.0,103,93,43,1
CR_151725,2011-04-17,0,30,35,7,3,7,1,1,1,1,316,1.0,103,133,34,1
CR_121100,2007-07-09,0,4,4,6,5,4,2,1,6,2,249,2.0,98,107,34,1
CR_135660,2009-05-17,0,4,4,6,5,1,0,0,5,1,174,1.0,103,29,34,1
CR_83860,2002-03-06,0,4,4,6,5,2,7,0,5,1,249,1.0,112,62,34,1
CR_136573,2009-07-01,0,6,6,4,1,7,1,0,5,1,174,0.0,112,93,0,1
CR_56732,1999-10-28,0,3,2,3,5,1,0,0,5,1,174,1.0,103,29,34,1
CR_79778,2001-02-14,0,36,34,2,1,8,3,0,5,1,174,0.0,92,93,48,1
CR_188389,2017-09-17,0,26,27,9,0,3,5,2,2,1,316,1.0,72,142,34,1
CR_111586,2005-11-13,0,47,48,7,3,4,2,0,5,1,310,1.0,72,62,34,1
CR_86475,2002-05-24,0,30,35,7,3,5,6,4,6,2,174,1.0,72,29,24,0
CR_2045,1991-05-14,0,33,32,2,1,6,4,0,5,1,174,1.0,72,29,34,1
CR_166072,2013-05-12,0,44,44,1,3,5,6,0,5,1,174,1.0,98,29,34,1
CR_89958,2003-10-17,7,3,2,3,5,9,8,0,5,1,249,1.0,103,62,34,1
CR_120362,2007-04-08,0,4,4,6,5,6,4,0,5,1,174,0.0,18,133,46,1
CR_146006,2010-02-10,0,36,34,2,1,1,0,0,5,1,249,1.0,103,93,34,1
CR_19386,1994-04-09,0,9,10,7,3,5,6,1,6,1,0,1.0,103,130,34,1
CR_51275,1998-10-09,0,11,11,7,3,3,5,0,5,1,174,1.0,103,93,34,1
CR_186104,2017-08-24,0,7,8,7,3,2,7,0,5,1,174,99.0,24,29,23,1
CR_176333,2015-04-03,0,36,34,2,1,1,0,1,6,1,127,0.0,103,14,43,1
CR_95114,2003-04-03,1,36,34,2,1,15,10,0,5,1,249,1.0,92,29,34,1
